Category,Drop source,Task,Hours to Droprate (for 1 player),divisor,coins,Coinvalue,
Slayer bosses,Abyssal Sire,Total of 3 bludgeon pieces,31,5,6,10
Slayer bosses,Abyssal Sire,Jar of miasma,49,5,10,10
Slayer bosses,Abyssal Sire,Abyssal whip(from Unsired),53,5,11,15
Slayer bosses,Abyssal Sire,Abyssal head(from Unsired),64,5,13,15
Slayer bosses,Abyssal Sire,Abyssal orphan,128,1,128,130
Slayer bosses,Kraken,Kraken tentacle,7,3,2,5
Slayer bosses,Kraken,Trident of the seas (full),9,3,3,5
Slayer bosses,Kraken,Jar of dirt,17,3,6,10
Slayer bosses,Kraken,Pet kraken,50,1,50,50
Slayer bosses,Cerberus,Primordial crystal,13,4,3,5
Slayer bosses,Cerberus,Pegasian crystal,13,4,3,5
Slayer bosses,Cerberus,Eternal crystal,13,4,3,5
Slayer bosses,Cerberus,Smouldering stone(from Cerberus),13,4,3,5
Slayer bosses,Cerberus,Jar of souls,50,1,50,50
Slayer bosses,Cerberus,Hellpuppy,75,1,75,75
Slayer bosses,Thermonuclear Smoke Devil,Occult necklace(from boss),6,2,3,5
Slayer bosses,Thermonuclear Smoke Devil,Smoke Battlestaff,9,2,5,5
Slayer bosses,Thermonuclear Smoke Devil,Jar of smoke,33,1,33,35
Slayer bosses,Thermonuclear Smoke Devil,Pet smoke devil,50,1,50,50
Slayer uniques,Basilisks,Basilisk head,6,2,3,5
Slayer uniques,Basilisks,Basilisk jaw,50,2,25,25
Slayer uniques,Kurasks,Kurask head,17,2,9,10
Slayer uniques,Kurasks,Leaf-bladed battleaxe,6,2,3,5
Slayer uniques,Abyssal Demons,Abyssal head(from Abyssal demons),12,1,12,15
Slayer uniques,Superiors,Imbued heart,100,1,100,100
Slayer uniques,Superiors,Eternal gem,100,1,100,100
Slayer uniques,Superiors,Mist battlestaff,16,1,16,20
Slayer uniques,Superiors,Dust battlestaff,7,1,7,10
Slayer uniques,Fossil island wyverns,Granite longsword,5,2,3,5
Slayer uniques,Fossil Island wyverns,Granite boots,10,2,5,5
Slayer uniques,Fossil Island wyverns,Wyvern visage,100,1,100,100
Slayer uniques,Skeletal wyverns,Granite legs,6,1,6,10
Slayer uniques,Dragons and wyverns,Draconic visage,85,1,85,85
Slayer uniques,Dark beasts,Dark bow,6,1,6,10
Slayer uniques,Vyrewatch,Blood shard(thieve or drop),7,1,7,10
Slayer uniques,Mount Karuulm,Dragon sword,33,2,17,20
Slayer uniques,Mount Karuulm,Dragon harpoon(Wyrms),33,2,17,20
Slayer uniques,Mount Karuulm,Drake's tooth,17,2,9,10
Slayer uniques,Mount Karuulm,Drake's claw,17,2,9,10
Slayer uniques,Alchemical hydra,Any ring piece,8,4,2,5
Slayer uniques,Alchemical hydra,Hydra tail,21,4,5,5
Slayer uniques,Alchemical hydra,Hydra leather,21,4,5,5
Slayer uniques,Alchemical hydra,Hydra's claw,42,4,11,15
Slayer uniques,Alchemical hydra,Jar of chemicals,83,1,83,85
Slayer uniques,Alchemical hydra,Ikkle hydra,125,1,125,125
Slayer uniques,Full sets,Full dark mystic set,12,1,12,15
Slayer uniques,Full sets,Full light mystic set,12,1,12,15
Slayer uniques,Full sets,Full metal boots set(bronze to dragon),6,1,6,10
Monster mash,Tzhaar,Obsidian helmet,8,3,3,5
Monster mash,Tzhaar,Obsidian platebody,8,3,3,5
Monster mash,Tzhaar,Obsidian platelegs,8,3,3,5
Monster mash,Tzhaar,Toktz-mej-tal,40,1,40,40
Monster mash,Demonic gorillas,Zenyte shard,7,3,2,5
Monster mash,Demonic gorillas,Ballista limbs,12,3,4,5
Monster mash,Demonic gorillas,Ballista spring,12,3,4,5
Monster mash,Demonic gorillas,Light frame,19,3,6,10
Monster mash,Demonic gorillas,Heavy frame,37,3,12,15
Monster mash,Demonic gorillas,Monkey tail,37,3,12,15
Monster mash,Stronghold of security,Full skull sceptre,37,1,37,40
Monster mash,Ogresses,Shaman mask,5,1,5,5
Monster mash,Undead druids,Mask of Ranul,10,1,10,10
Monster mash,Metallic dragons,Dragon limbs,18,1,18,20
Monster mash,Adamant dragons,Dragon metal slice,100,1,100,100
Monster mash,Rune dragons,Dragon metal lump,111,1,111,115
Monster mash,Champion Scrolls,Goblin champion scroll,5,1,5,5
Monster mash,Champion Scrolls,Imp champion scroll,10,1,10,10
Monster mash,Champion Scrolls,Skeleton champion scroll,10,1,10,10
Monster mash,Champion Scrolls,Zombie champion scroll,8,1,8,10
Monster mash,Champion Scrolls,Giant champion scroll,7,1,7,10
Monster mash,Champion Scrolls,Hobgoblin champion scroll,7,1,7,10
Monster mash,Champion Scrolls,Ghoul champion scroll,9,1,9,10
Monster mash,Champion Scrolls,Earth warrior champion scroll,10,1,10,10
Monster mash,Champion Scrolls,Jogre champion scroll,12,1,12,15
Monster mash,Champion Scrolls,Lesser demon champion scroll,15,1,15,15
Wilderness,Elder chaos druids,Elder chaos hood,5,3,2,5
Wilderness,Elder chaos druids,Elder chaos top,5,3,2,5
Wilderness,Elder chaos druids,Elder chaos robe,5,3,2,5
Wilderness,Revenants,Ancient crystal,13,5,3,5
Wilderness,Revenants,Ancient statuette,20,5,4,5
Wilderness,Revenants,Ancient medellion,40,5,8,10
Wilderness,Revenants,Ancient effigy,40,5,8,10
Wilderness,Revenants,Ancient relic,40,5,8,10
Wilderness,Revenants,Amulet of avarice,21,5,4,5
Wilderness,Revenants,Craw's bow,45,4,11,15
Wilderness,Revenants,Thammaron's sceptre,45,4,11,15
Wilderness,Revenants,Viggora's chainmace,45,4,11,15
Wilderness,Wilderness bosses,Dragon pickaxe(from wilderness),9,4,2,5
Wilderness,Venenatis/Spindel,Fangs of Venenatis,15,3,5,5
Wilderness,Venenatis/Spindel,Treasonous ring,18,3,6,10
Wilderness,Venenatis/Spindel,Voidwaker gem,23,3,8,10
Wilderness,Venenatis/Spindel,Venenatis spiderling,70,1,70,70
Wilderness,Callisto/Artio,Claws of Callisto,17,3,6,10
Wilderness,Callisto/Artio,Tyrannical ring,20,3,7,10
Wilderness,Callisto/Artio,Voidwaker hilt,26,3,9,10
Wilderness,Callisto/Artio,Callisto cub,80,1,80,80
Wilderness,Vet'ion/Calvar'ion,Skull of Vet'ion,15,3,5,5
Wilderness,Vet'ion/Calvar'ion,Ring of the gods,18,3,6,10
Wilderness,Vet'ion/Calvar'ion,Voidwaker blade,23,3,8,10
Wilderness,Vet'ion/Calvar'ion,Vet'ion jr,70,1,70,70
Wilderness,Corporeal beast,Spirit shield,11,3,4,5
Wilderness,Corporeal beast,Holy elixir,39,3,13,15
Wilderness,Corporeal beast,Arcane sigil,227,3,76,80
Wilderness,Corporeal beast,Spectral sigil,227,3,76,80
Wilderness,Corporeal beast,Elysian sigil,862,3,287,290
Wilderness,Corporeal beast,Jar of spirits,167,3,56,60
Wilderness,Corporeal beast,Pet dark core,833,3,278,280
Wilderness,Crazy archeologist,Odium and Malediction shards 2,9,1,9,10
Wilderness,Chaos fanatic,Odium and Malediction shards 1,11,1,11,15
Wilderness,Scorpia,Odium and Malediction shards 3,6,1,6,10
Wilderness,Scorpia,Scorpia's offspring,50,1,50,50
Clues,Beginner clue steps,Talk to Hans (Always walking around...),2,1,2,5
Clues,Easy clue steps,Speak to Hans to solve the clue,6,2,3,5
Clues,Easy clue steps,Talk to the Doomsayer,6,2,3,5
Clues,Medium clue steps,Snah (Hans),10,3,3,5
Clues,Medium clue steps,Ok Co (Cook),10,3,3,5
Clues,Medium clue steps,Area Chef Trek (Father Aereck),10,3,3,5
Clues,Hard clue steps,Blue Grim Guided (Lumbridge Guide),10,4,3,5
Clues,Hard clue steps,Do Say More (Doomsayer),10,4,3,5
Clues,Hard clue steps,Talk to Hans (Snah? I feel all confused...),10,4,3,5
Clues,Hard clue steps,You will need to under-cook to solve this one,10,4,3,5
Clues,Elite clue steps,Kill a hellhound (A demon's best friend...),35,5,7,10
Clues,Elite clue steps,Kill an ankou (Ghostly bones),35,5,7,10
Clues,Elite clue steps,Kill a bloodveld (You'll get licked),35,5,7,10
Clues,Elite clue steps,Kill an aberrant spectre (You'll have to plug...),35,5,7,10
Clues,Elite clue steps,Kill a rock crab (You might have to turn over...),35,5,7,10
God Wars dungeon,Godsword blade,Get a full godsword blade,25,1,25,25
God Wars dungeon,General Graardor,Bandos boots,19,2,10,10
God Wars dungeon,General Graardor,Bandos tassets,19,2,10,10
God Wars dungeon,General Graardor,Bandos chestplate,19,2,10,10
God Wars dungeon,General Graardor,Bandos hilt,25,2,13,15
God Wars dungeon,General Graardor,Pet general graardor,250,1,250,250
God Wars dungeon,Commander Zilyana,Saradomin sword,7,2,4,5
God Wars dungeon,Commander Zilyana,Saradomin's light,13,2,7,10
God Wars dungeon,Commander Zilyana,Armadyl crossbow,25,2,13,15
God Wars dungeon,Commander Zilyana,Saradomin hilt,25,2,13,15
God Wars dungeon,Commander Zilyana,Pet zilyana,250,1,250,250
God Wars dungeon,K'ril Tsutsaroth,Steam battlestaff,9,2,5,5
God Wars dungeon,K'ril Tsutsaroth,Zamorakian spear,15,2,8,10
God Wars dungeon,K'ril Tsutsaroth,Staff of the dead,30,2,15,15
God Wars dungeon,K'ril Tsutsaroth,Zamorak hilt,30,2,15,15
God Wars dungeon,K'ril Tsutsaroth,Pet k'ril tsutsaroth,300,1,300,300
God Wars dungeon,Kree'arra,Armadyl helmet,25,2,13,15
God Wars dungeon,Kree'arra,Armadyl chestplate,25,2,13,15
God Wars dungeon,Kree'arra,Armadyl chainskirt,25,2,13,15
God Wars dungeon,Kree'arra,Armadyl hilt,34,2,17,20
God Wars dungeon,Kree'arra,Pet kree'arra,330,1,330,330
God Wars dungeon,Nex,Zaryte vambraces,86,4,22,25
God Wars dungeon,Nex,Nihil horn,129,4,32,35
God Wars dungeon,Nex,Torva full helm,129,4,32,35
God Wars dungeon,Nex,Torva platebody,129,4,32,35
God Wars dungeon,Nex,Torva platelegs,129,4,32,35
God Wars dungeon,Nex,Ancient hilt,258,4,65,65
God Wars dungeon,Nex,Nexling,250,1,250,250
Various bosses,Barrows chests,Full barrows set,20,1,20,20
Various bosses,Dagannoth kings,Berserker ring,6,3,2,5
Various bosses,Dagannoth kings,Warrior's ring,6,3,2,5
Various bosses,Dagannoth kings,Seers ring,6,3,2,5
Various bosses,Dagannoth kings,Archers ring,6,3,2,5
Various bosses,Dagannoth kings,Pet dagganoth prime,166,3,55,55
Various bosses,Dagannoth kings,Pet dagganoth rex,166,3,55,55
Various bosses,Dagannoth kings,Pet dagganoth supreme,166,3,55,55
Various bosses,The Gauntlet,Crystal weapon seed,10,2,5,5
Various bosses,The Gauntlet,Crystal armour seed,10,2,5,5
Various bosses,The Gauntlet,Enhanced crystal weapon seed,80,1,80,80
Various bosses,The Gauntlet,Youngllef,160,1,160,160
Various bosses,Hespori,Bottomless compost bucket,8,1,8,10
Various bosses,Kalphite queen,Kq head ,8,2,4,5
Various bosses,Kalphite queen,Dragon pickaxe(from KQ),27,2,14,15
Various bosses,Kalphite queen,Jar of sand,133,1,133,135
Various bosses,Kalphite queen,Kalphite princess,200,1,200,200
Various bosses,Nightmare,Nightmare staff,100,5,20,20
Various bosses,Nightmare,Inquisitor's great helm,150,5,30,30
Various bosses,Nightmare,Inquisitor's hauberk,150,5,30,30
Various bosses,Nightmare,Inquisitor's plateskirt,150,5,30,30
Various bosses,Nightmare,Inquisitor's mace,300,5,60,60
Various bosses,Nightmare,Volatile orb,450,5,90,90
Various bosses,Nightmare,Eldritch orb,450,5,90,90
Various bosses,Nightmare,Harmonised orb,450,5,90,90
Various bosses,Nightmare,Jar of dreams,200,5,40,40
Various bosses,Nightmare,Little nightmare,400,5,80,80
Various bosses,Phantom Muspah,Venator shard,5,1,5,5
Various bosses,Phantom Muspah,Muphin,125,1,125,125
Various bosses,Sarachnis,Sarachnis cudgel,8,1,8,10
Various bosses,Sarachnis,Jar of eyes,40,1,40,40
Various bosses,Sarachnis,Sraracha,60,1,60,60
Various bosses,Vorkath,Dragonbone necklace,50,2,25,25
Various bosses,Vorkath,Jar of decay,150,1,150,150
Various bosses,Vorkath,Vorki,150,1,150,150
Various bosses,Vorkath,Skeletal visage,250,1,250,250
Various bosses,Zulrah,Magic fang,20,3,7,10
Various bosses,Zulrah,Tanzanite fang,20,3,7,10
Various bosses,Zulrah,Serpentine visage,20,3,7,10
Various bosses,Zulrah,Jar of swamp,120,3,40,40
Various bosses,Zulrah,Pet snakeling,160,1,160,160
Various bosses,Zulrah,Magma mutagen,262,1,262,265
Various bosses,Zulrah,Tanzanite mutagen,262,1,262,265
